UserID,Risk_Level,Year,Portfolio_Performance,Stock_Count,Buy&Hold_CAGR,Portfolio_CAGR
1,low,2019,-2.676%,3,17.686%,15.01%
2,medium,2019,8.323%,3,37.224%,45.546%
3,low,2019,0.323%,3,27.072%,27.395%
4,medium,2019,13.219%,3,15.212%,28.432%
5,medium,2019,13.219%,3,15.212%,28.432%
6,medium,2019,13.219%,3,15.212%,28.432%
7,medium,2019,-4.326%,3,43.981%,39.655%
8,medium,2019,13.219%,3,15.212%,28.432%
9,low,2019,0.323%,3,27.072%,27.395%
10,medium,2019,31.351%,3,47.726%,79.077%
11,low,2019,0.323%,3,27.072%,27.395%
12,medium,2019,8.797%,3,29.414%,38.211%
13,low,2019,2.735%,3,41.307%,44.042%
14,medium,2019,13.219%,3,15.212%,28.432%
15,low,2019,-17.525%,3,19.705%,2.181%
16,medium,2019,10.101%,3,20.172%,30.273%
17,low,2019,1.609%,3,38.084%,39.693%
18,low,2019,0.323%,3,27.072%,27.395%
19,medium,2019,13.219%,3,15.212%,28.432%
20,medium,2019,37.481%,3,3.404%,40.885%
21,high,2019,19.268%,3,14.743%,34.011%
22,medium,2019,62.375%,3,62.378%,124.753%
23,low,2019,-2.676%,3,17.686%,15.01%
24,low,2019,2.735%,3,41.307%,44.042%
25,medium,2019,15.27%,3,14.064%,29.334%
26,medium,2019,42.762%,3,16.681%,59.442%
27,low,2019,5.483%,3,2.271%,7.753%
28,medium,2019,13.219%,3,15.212%,28.432%
29,medium,2019,37.481%,3,3.404%,40.885%
30,low,2019,-0.307%,3,24.64%,24.334%
31,medium,2019,34.775%,3,15.29%,50.065%
32,low,2019,-1.39%,3,28.698%,27.308%
33,medium,2019,38.487%,3,16.58%,55.067%
34,medium,2019,10.101%,3,20.172%,30.273%
35,medium,2019,36.177%,3,12.646%,48.823%
36,high,2019,-38.743%,3,119.499%,80.756%
37,medium,2019,13.219%,3,15.212%,28.432%
38,high,2019,34.63%,3,14.059%,48.689%
39,low,2019,-3.802%,3,14.463%,10.661%
40,high,2019,-38.743%,3,119.499%,80.756%
41,medium,2019,19.227%,3,27.096%,46.323%
42,medium,2019,3.234%,3,43.284%,46.518%
43,medium,2019,38.487%,3,16.58%,55.067%
44,medium,2019,11.179%,3,3.699%,14.879%
45,medium,2019,13.219%,3,15.212%,28.432%
46,medium,2019,8.797%,3,29.414%,38.211%
47,medium,2019,33.741%,3,16.953%,50.694%
48,medium,2019,-6.363%,3,38.768%,32.405%
49,medium,2019,13.219%,3,15.212%,28.432%
50,medium,2019,13.219%,3,15.212%,28.432%
51,medium,2019,10.101%,3,20.172%,30.273%
52,low,2019,9.997%,3,26.331%,36.328%
53,medium,2019,13.219%,3,15.212%,28.432%
54,medium,2019,13.219%,3,15.212%,28.432%
55,medium,2019,13.219%,3,15.212%,28.432%
56,low,2019,-0.307%,3,24.64%,24.334%
57,low,2019,-1.531%,3,46.747%,45.216%
58,medium,2019,37.481%,3,3.404%,40.885%
59,low,2019,-1.531%,3,46.747%,45.216%
60,high,2019,-2.344%,3,32.942%,30.598%
61,low,2019,8.208%,3,24.114%,32.322%
62,medium,2019,33.059%,3,17.605%,50.664%
63,medium,2019,21.774%,3,19.088%,40.862%
64,medium,2019,35.738%,3,-8.321%,27.417%
65,medium,2019,19.227%,3,27.096%,46.323%
66,high,2019,-38.743%,3,119.499%,80.756%
67,medium,2019,30.353%,3,29.491%,59.844%
68,medium,2019,13.219%,3,15.212%,28.432%
69,medium,2019,12.089%,3,16.216%,28.305%
70,medium,2019,9.795%,3,47.648%,57.444%
71,low,2019,18.46%,3,29.67%,48.13%
72,medium,2019,8.797%,3,29.414%,38.211%
73,medium,2019,13.219%,3,15.212%,28.432%
74,medium,2019,36.177%,3,12.646%,48.823%
75,medium,2019,13.219%,3,15.212%,28.432%
76,high,2019,34.46%,3,8.291%,42.751%
77,medium,2019,13.219%,3,15.212%,28.432%
78,medium,2019,13.219%,3,15.212%,28.432%
79,medium,2019,16.38%,3,19.864%,36.244%
80,high,2019,-38.743%,3,119.499%,80.756%
81,medium,2019,10.101%,3,20.172%,30.273%
82,medium,2019,13.219%,3,15.212%,28.432%
83,medium,2019,7.485%,3,43.714%,51.199%
84,medium,2019,10.101%,3,20.172%,30.273%
85,medium,2019,12.614%,3,40.871%,53.485%
86,medium,2019,13.219%,3,15.212%,28.432%
87,medium,2019,62.375%,3,62.378%,124.753%
88,medium,2019,12.614%,3,40.871%,53.485%
89,medium,2019,2.235%,3,25.049%,27.285%
90,medium,2019,13.219%,3,15.212%,28.432%
91,medium,2019,37.481%,3,3.404%,40.885%
92,medium,2019,8.789%,3,34.472%,43.261%
93,medium,2019,31.657%,3,20.249%,51.906%
94,medium,2019,10.101%,3,20.172%,30.273%
95,high,2019,-38.743%,3,119.499%,80.756%
96,medium,2019,5.705%,3,62.952%,68.657%
97,medium,2019,38.487%,3,16.58%,55.067%
98,medium,2019,13.219%,3,15.212%,28.432%
99,medium,2019,13.219%,3,15.212%,28.432%
100,low,2019,8.208%,3,24.114%,32.322%
101,medium,2019,42.762%,3,16.681%,59.442%
102,medium,2019,-28.492%,3,65.418%,36.926%
103,medium,2019,13.219%,3,15.212%,28.432%
104,medium,2019,13.219%,3,15.212%,28.432%
105,high,2019,12.54%,3,2.287%,14.827%
106,medium,2019,13.219%,3,15.212%,28.432%
107,medium,2019,15.213%,3,91.813%,107.026%
108,low,2019,0.323%,3,27.072%,27.395%
109,medium,2019,10.101%,3,20.172%,30.273%
110,high,2019,18.533%,3,6.183%,24.716%
111,high,2019,34.63%,3,14.059%,48.689%
112,medium,2019,7.485%,3,43.714%,51.199%
113,medium,2019,8.797%,3,29.414%,38.211%
114,medium,2019,31.657%,3,20.249%,51.906%
115,high,2019,12.54%,3,2.287%,14.827%
116,high,2019,-12.739%,3,38.527%,25.788%
117,medium,2019,7.659%,3,35.476%,43.135%
118,low,2019,-1.39%,3,28.698%,27.308%
119,medium,2019,3.234%,3,43.284%,46.518%
120,medium,2019,37.481%,3,3.404%,40.885%
121,medium,2019,31.657%,3,20.249%,51.906%
122,medium,2019,10.101%,3,20.172%,30.273%
123,medium,2019,8.323%,3,37.224%,45.546%
124,medium,2019,13.219%,3,15.212%,28.432%
125,medium,2019,12.917%,3,24.233%,37.15%
126,low,2019,-0.307%,3,24.64%,24.334%
127,medium,2019,31.657%,3,20.249%,51.906%
128,medium,2019,10.101%,3,20.172%,30.273%
129,medium,2019,33.741%,3,16.953%,50.694%
130,medium,2019,31.657%,3,20.249%,51.906%
131,medium,2019,1.761%,3,32.859%,34.621%
132,medium,2019,33.059%,3,17.605%,50.664%
133,medium,2019,38.487%,3,16.58%,55.067%
134,medium,2019,13.219%,3,15.212%,28.432%
135,low,2019,0.323%,3,27.072%,27.395%
136,medium,2019,38.487%,3,16.58%,55.067%
137,medium,2019,12.614%,3,40.871%,53.485%
138,medium,2019,13.219%,3,15.212%,28.432%
139,medium,2019,13.219%,3,15.212%,28.432%
140,medium,2019,13.219%,3,15.212%,28.432%
141,high,2019,12.54%,3,2.287%,14.827%
142,medium,2019,3.234%,3,43.284%,46.518%
143,low,2019,6.204%,3,0.645%,6.85%
144,medium,2019,13.219%,3,15.212%,28.432%
145,medium,2019,8.789%,3,34.472%,43.261%
146,medium,2019,13.219%,3,15.212%,28.432%
147,medium,2019,2.235%,3,25.049%,27.285%
148,medium,2019,8.797%,3,29.414%,38.211%
149,low,2019,8.208%,3,24.114%,32.322%
150,medium,2019,10.101%,3,20.172%,30.273%
151,medium,2019,22.248%,3,11.278%,33.527%
152,low,2019,4.025%,3,17.904%,21.929%
153,medium,2019,30.353%,3,29.491%,59.844%
154,medium,2019,12.614%,3,40.871%,53.485%
155,medium,2019,10.101%,3,20.172%,30.273%
156,medium,2019,-10.971%,3,49.926%,38.956%
157,high,2019,-38.743%,3,119.499%,80.756%
158,low,2019,0.323%,3,27.072%,27.395%
159,medium,2019,13.219%,3,15.212%,28.432%
160,medium,2019,31.657%,3,20.249%,51.906%
161,medium,2019,13.219%,3,15.212%,28.432%
162,medium,2019,13.219%,3,15.212%,28.432%
163,medium,2019,38.487%,3,16.58%,55.067%
164,medium,2019,7.791%,3,16.238%,24.029%
165,medium,2019,23.552%,3,2.036%,25.589%
166,medium,2019,14.087%,3,51.296%,65.382%
167,medium,2019,12.917%,3,24.233%,37.15%
168,medium,2019,20.848%,3,6.747%,27.595%
169,medium,2019,13.219%,3,15.212%,28.432%
170,medium,2019,13.219%,3,15.212%,28.432%
171,medium,2019,10.101%,3,20.172%,30.273%
172,medium,2019,13.219%,3,15.212%,28.432%
173,medium,2019,13.219%,3,15.212%,28.432%
174,medium,2019,38.487%,3,16.58%,55.067%
175,high,2019,-38.743%,3,119.499%,80.756%
176,medium,2019,34.057%,3,35.84%,69.897%
177,medium,2019,6.354%,3,44.718%,51.072%
178,medium,2019,3.225%,3,82.674%,85.899%
179,medium,2019,33.059%,3,17.605%,50.664%
180,medium,2019,31.657%,3,20.249%,51.906%
181,medium,2019,22.248%,3,11.278%,33.527%
182,high,2019,-38.743%,3,119.499%,80.756%
183,high,2019,-38.655%,3,57.319%,18.664%
184,medium,2019,42.762%,3,16.681%,59.442%
185,medium,2019,37.481%,3,3.404%,40.885%
186,low,2019,8.208%,3,24.114%,32.322%
187,medium,2019,16.078%,3,46.126%,62.205%
188,medium,2019,13.219%,3,15.212%,28.432%
189,medium,2019,13.219%,3,15.212%,28.432%
190,medium,2019,13.219%,3,15.212%,28.432%
191,medium,2019,13.219%,3,15.212%,28.432%
192,medium,2019,8.323%,3,37.224%,45.546%
193,medium,2019,12.614%,3,40.871%,53.485%
194,medium,2019,8.797%,3,29.414%,38.211%
195,high,2019,-38.743%,3,119.499%,80.756%
196,low,2019,3.336%,3,48.78%,52.116%
197,medium,2019,13.219%,3,15.212%,28.432%
198,medium,2019,37.481%,3,3.404%,40.885%
199,medium,2019,15.213%,3,91.813%,107.026%
200,medium,2019,13.219%,3,15.212%,28.432%
201,medium,2019,22.248%,3,11.278%,33.527%
202,medium,2019,13.219%,3,15.212%,28.432%
203,medium,2019,10.101%,3,20.172%,30.273%
204,medium,2019,13.219%,3,15.212%,28.432%
205,medium,2019,13.219%,3,15.212%,28.432%
206,medium,2019,15.213%,3,91.813%,107.026%
207,medium,2019,25.636%,3,-1.26%,24.377%
208,medium,2019,10.101%,3,20.172%,30.273%
209,high,2019,-38.743%,3,119.499%,80.756%
210,low,2019,1.609%,3,38.084%,39.693%
211,high,2019,-38.743%,3,119.499%,80.756%
212,medium,2019,13.219%,3,15.212%,28.432%
213,medium,2019,19.227%,3,27.096%,46.323%
214,high,2019,12.54%,3,2.287%,14.827%
215,medium,2019,16.38%,3,19.864%,36.244%
216,high,2019,-4.882%,3,56.027%,51.145%
217,high,2019,-38.743%,3,119.499%,80.756%
218,medium,2019,37.175%,3,30.881%,68.056%
219,medium,2019,13.219%,3,15.212%,28.432%
220,medium,2019,10.101%,3,20.172%,30.273%
221,high,2019,3.57%,3,11.876%,15.446%
222,medium,2019,23.246%,3,29.513%,52.759%
223,low,2019,-1.39%,3,28.698%,27.308%
224,medium,2019,1.761%,3,32.859%,34.621%
225,medium,2019,21.774%,3,19.088%,40.862%
226,medium,2019,13.219%,3,15.212%,28.432%
227,medium,2019,13.219%,3,15.212%,28.432%
228,medium,2019,37.481%,3,3.404%,40.885%
229,high,2019,-38.743%,3,119.499%,80.756%
230,medium,2019,13.219%,3,15.212%,28.432%
232,medium,2019,38.487%,3,16.58%,55.067%
233,medium,2019,0.978%,3,19.739%,20.717%
234,low,2019,9.847%,3,13.099%,22.945%
235,medium,2019,13.219%,3,15.212%,28.432%
236,medium,2019,2.235%,3,25.049%,27.285%
237,high,2019,12.54%,3,2.287%,14.827%
238,medium,2019,22.248%,3,11.278%,33.527%
239,low,2019,-3.802%,3,14.463%,10.661%
240,medium,2019,13.219%,3,15.212%,28.432%
241,high,2019,-38.743%,3,119.499%,80.756%
242,medium,2019,17.339%,3,7.986%,25.325%
243,medium,2019,34.057%,3,35.84%,69.897%
244,medium,2019,10.101%,3,20.172%,30.273%
245,medium,2019,37.481%,3,3.404%,40.885%
246,low,2019,0.323%,3,27.072%,27.395%
247,medium,2019,36.177%,3,12.646%,48.823%
248,medium,2019,13.219%,3,15.212%,28.432%
249,medium,2019,33.059%,3,17.605%,50.664%
250,medium,2019,8.789%,3,34.472%,43.261%
251,medium,2019,34.775%,3,15.29%,50.065%
252,medium,2019,13.219%,3,15.212%,28.432%
253,low,2019,0.323%,3,27.072%,27.395%
254,high,2019,12.54%,3,2.287%,14.827%
255,medium,2019,38.487%,3,16.58%,55.067%
256,high,2019,-27.926%,3,39.96%,12.034%
257,medium,2019,37.481%,3,3.404%,40.885%
258,low,2019,8.208%,3,24.114%,32.322%
259,medium,2019,13.219%,3,15.212%,28.432%
260,medium,2019,13.219%,3,15.212%,28.432%
261,medium,2019,13.219%,3,15.212%,28.432%
262,medium,2019,10.101%,3,20.172%,30.273%
263,medium,2019,25.284%,3,17.849%,43.133%
264,medium,2019,12.917%,3,24.233%,37.15%
265,high,2019,-38.743%,3,119.499%,80.756%
266,medium,2019,38.487%,3,16.58%,55.067%
267,medium,2019,13.219%,3,15.212%,28.432%
268,high,2019,-38.743%,3,119.499%,80.756%
269,medium,2019,31.351%,3,47.726%,79.077%
270,medium,2019,13.219%,3,15.212%,28.432%
271,medium,2019,9.875%,3,12.941%,22.816%
272,medium,2019,13.219%,3,15.212%,28.432%
273,medium,2019,10.101%,3,20.172%,30.273%
274,medium,2019,13.219%,3,15.212%,28.432%
275,medium,2019,13.219%,3,15.212%,28.432%
276,medium,2019,-10.971%,3,49.926%,38.956%
277,high,2019,-38.743%,3,119.499%,80.756%
278,medium,2019,42.762%,3,16.681%,59.442%
279,low,2019,7.018%,3,21.907%,28.924%
280,medium,2019,13.219%,3,15.212%,28.432%
281,medium,2019,25.284%,3,17.849%,43.133%
282,medium,2019,8.797%,3,29.414%,38.211%
283,medium,2019,10.101%,3,20.172%,30.273%
284,medium,2019,13.219%,3,15.212%,28.432%
286,low,2019,9.997%,3,26.331%,36.328%
287,high,2019,-38.743%,3,119.499%,80.756%
288,medium,2019,10.101%,3,20.172%,30.273%
289,medium,2019,30.353%,3,29.491%,59.844%
290,medium,2019,12.614%,3,40.871%,53.485%
291,medium,2019,7.485%,3,43.714%,51.199%
292,medium,2019,37.481%,3,3.404%,40.885%
293,medium,2019,8.789%,3,34.472%,43.261%
294,medium,2019,13.219%,3,15.212%,28.432%
295,medium,2019,10.101%,3,20.172%,30.273%
296,medium,2019,62.375%,3,62.378%,124.753%
297,medium,2019,21.774%,3,19.088%,40.862%
298,medium,2019,13.219%,3,15.212%,28.432%
299,medium,2019,33.059%,3,17.605%,50.664%
300,high,2019,-38.743%,3,119.499%,80.756%
301,medium,2019,36.177%,3,12.646%,48.823%
302,high,2019,-38.743%,3,119.499%,80.756%
303,high,2019,-38.743%,3,119.499%,80.756%
304,high,2019,-38.743%,3,119.499%,80.756%
305,medium,2019,13.219%,3,15.212%,28.432%
306,high,2019,-44.565%,3,59.511%,14.945%
307,medium,2019,10.101%,3,20.172%,30.273%
308,medium,2019,13.219%,3,15.212%,28.432%
309,medium,2019,13.219%,3,15.212%,28.432%
310,low,2019,1.255%,3,26.474%,27.728%
311,high,2019,-38.743%,3,119.499%,80.756%
312,high,2019,-38.743%,3,119.499%,80.756%
313,medium,2019,13.219%,3,15.212%,28.432%
314,medium,2019,38.487%,3,16.58%,55.067%
315,high,2019,-38.743%,3,119.499%,80.756%
316,medium,2019,13.219%,3,15.212%,28.432%
317,medium,2019,13.219%,3,15.212%,28.432%
318,high,2019,-38.743%,3,119.499%,80.756%
319,medium,2019,62.375%,3,62.378%,124.753%
320,medium,2019,10.101%,3,20.172%,30.273%
321,low,2019,-3.155%,2,31.854%,28.7%
322,medium,2019,7.659%,3,35.476%,43.135%
323,medium,2019,37.481%,3,3.404%,40.885%
324,medium,2019,5.88%,3,52.528%,58.408%
325,medium,2019,7.625%,3,15.221%,22.846%
326,medium,2019,10.101%,3,20.172%,30.273%
327,medium,2019,31.657%,3,20.249%,51.906%
328,medium,2019,15.213%,3,91.813%,107.026%
329,high,2019,-2.344%,3,32.942%,30.598%
330,medium,2019,13.219%,3,15.212%,28.432%
331,medium,2019,36.177%,3,12.646%,48.823%
332,medium,2019,13.219%,3,15.212%,28.432%
333,medium,2019,34.775%,3,15.29%,50.065%
334,medium,2019,23.552%,3,2.036%,25.589%
335,medium,2019,25.636%,3,-1.26%,24.377%
336,medium,2019,13.219%,3,15.212%,28.432%
337,high,2019,-38.743%,3,119.499%,80.756%
338,medium,2019,13.219%,3,15.212%,28.432%
339,medium,2019,13.219%,3,15.212%,28.432%
340,medium,2019,36.177%,3,12.646%,48.823%
341,medium,2019,42.762%,3,16.681%,59.442%
342,medium,2019,36.177%,3,12.646%,48.823%
343,medium,2019,8.797%,3,29.414%,38.211%
344,high,2019,-10.757%,3,20.469%,9.712%
345,medium,2019,23.552%,3,2.036%,25.589%
346,medium,2019,13.219%,3,15.212%,28.432%
347,medium,2019,7.625%,3,15.221%,22.846%
348,medium,2019,25.636%,3,-1.26%,24.377%
349,high,2019,-38.743%,3,119.499%,80.756%
350,low,2019,-0.806%,1,-20.036%,-20.842%
351,medium,2019,13.219%,3,15.212%,28.432%
352,medium,2019,13.219%,3,15.212%,28.432%
353,medium,2019,23.246%,3,29.513%,52.759%
354,medium,2019,13.219%,3,15.212%,28.432%
355,medium,2019,13.219%,3,15.212%,28.432%
356,medium,2019,42.762%,3,16.681%,59.442%
357,high,2019,-10.757%,3,20.469%,9.712%
358,medium,2019,13.219%,3,15.212%,28.432%
359,medium,2019,10.101%,3,20.172%,30.273%
360,medium,2019,23.246%,3,29.513%,52.759%
361,high,2019,-10.757%,3,20.469%,9.712%
362,medium,2019,10.101%,3,20.172%,30.273%
363,low,2019,2.735%,3,41.307%,44.042%
364,low,2019,-17.525%,3,19.705%,2.181%
365,low,2019,14.358%,3,37.163%,51.521%
366,medium,2019,13.219%,3,15.212%,28.432%
367,medium,2019,-9.254%,3,35.037%,25.783%
368,medium,2019,20.798%,3,-12.715%,8.083%
369,medium,2019,33.059%,3,17.605%,50.664%
370,medium,2019,10.101%,3,20.172%,30.273%
371,low,2019,-1.531%,3,46.747%,45.216%
372,medium,2019,13.219%,3,15.212%,28.432%
373,medium,2019,37.481%,3,3.404%,40.885%
374,medium,2019,13.219%,3,15.212%,28.432%
375,medium,2019,16.38%,3,19.864%,36.244%
376,low,2019,-2.643%,3,48.762%,46.119%
377,medium,2019,36.177%,3,12.646%,48.823%
378,medium,2019,17.339%,3,7.986%,25.325%
379,medium,2019,30.353%,3,29.491%,59.844%
380,high,2019,-38.743%,3,119.499%,80.756%
381,medium,2019,13.219%,3,15.212%,28.432%
382,high,2019,-38.743%,3,119.499%,80.756%
383,high,2019,-38.743%,3,119.499%,80.756%
384,medium,2019,31.657%,3,20.249%,51.906%
385,medium,2019,10.101%,3,20.172%,30.273%
386,medium,2019,13.219%,3,15.212%,28.432%
387,low,2019,0.323%,3,27.072%,27.395%
388,high,2019,-38.743%,3,119.499%,80.756%
389,medium,2019,15.725%,3,5.45%,21.175%
390,low,2019,5.239%,3,27.344%,32.582%
391,low,2019,-4.625%,3,12.226%,7.602%
392,medium,2019,31.351%,3,47.726%,79.077%
393,medium,2019,23.246%,3,29.513%,52.759%
394,medium,2019,16.078%,3,46.126%,62.205%
395,medium,2019,10.101%,3,20.172%,30.273%
396,medium,2019,13.219%,3,15.212%,28.432%
397,low,2019,9.847%,3,13.099%,22.945%
398,medium,2019,9.795%,3,47.648%,57.444%
399,high,2019,-38.743%,3,119.499%,80.756%
400,high,2019,-38.743%,3,119.499%,80.756%
401,medium,2019,3.225%,3,82.674%,85.899%
402,low,2019,14.358%,3,37.163%,51.521%
403,medium,2019,13.219%,3,15.212%,28.432%
404,high,2019,-38.743%,3,119.499%,80.756%
405,medium,2019,13.219%,3,15.212%,28.432%
406,high,2019,34.46%,3,8.291%,42.751%
407,medium,2019,10.101%,3,20.172%,30.273%
408,medium,2019,13.219%,3,15.212%,28.432%
409,medium,2019,18.811%,3,18.411%,37.222%
410,medium,2019,5.705%,3,62.952%,68.657%
411,low,2019,-3.802%,3,14.463%,10.661%
412,low,2019,1.609%,3,38.084%,39.693%
413,medium,2019,38.487%,3,16.58%,55.067%
414,low,2019,0.323%,3,27.072%,27.395%
415,medium,2019,10.101%,3,20.172%,30.273%
416,medium,2019,12.917%,3,24.233%,37.15%
417,medium,2019,13.219%,3,15.212%,28.432%
418,medium,2019,13.219%,3,15.212%,28.432%
419,low,2019,-1.39%,3,28.698%,27.308%
420,medium,2019,13.219%,3,15.212%,28.432%
421,low,2019,2.735%,3,41.307%,44.042%
422,medium,2019,13.219%,3,15.212%,28.432%
423,medium,2019,13.219%,3,15.212%,28.432%
424,high,2019,-38.743%,3,119.499%,80.756%
425,medium,2019,0.978%,3,19.739%,20.717%
426,medium,2019,13.219%,3,15.212%,28.432%
427,low,2019,-17.525%,3,19.705%,2.181%
428,high,2019,-38.743%,3,119.499%,80.756%
429,medium,2019,13.219%,3,15.212%,28.432%
430,medium,2019,37.481%,3,3.404%,40.885%
431,medium,2019,25.636%,3,-1.26%,24.377%
432,medium,2019,34.775%,3,15.29%,50.065%
433,medium,2019,10.101%,3,20.172%,30.273%
434,medium,2019,13.219%,3,15.212%,28.432%
435,low,2019,-9.21%,3,23.878%,14.668%
436,medium,2019,13.219%,3,15.212%,28.432%
437,medium,2019,33.059%,3,17.605%,50.664%
438,medium,2019,8.789%,3,34.472%,43.261%
439,medium,2019,42.762%,3,16.681%,59.442%
440,medium,2019,13.219%,3,15.212%,28.432%
441,medium,2019,10.101%,3,20.172%,30.273%
442,medium,2019,13.219%,3,15.212%,28.432%
443,medium,2019,13.219%,3,15.212%,28.432%
444,medium,2019,14.087%,3,51.296%,65.382%
445,low,2019,-3.802%,3,14.463%,10.661%
446,medium,2019,-4.326%,3,43.981%,39.655%
447,low,2019,-2.676%,3,17.686%,15.01%
448,medium,2019,0.978%,3,19.739%,20.717%
449,medium,2019,13.219%,3,15.212%,28.432%
450,medium,2019,13.219%,3,15.212%,28.432%
451,low,2019,8.208%,3,24.114%,32.322%
452,high,2019,-12.739%,3,38.527%,25.788%
453,medium,2019,7.625%,3,15.221%,22.846%
454,medium,2019,12.089%,3,16.216%,28.305%
455,medium,2019,7.791%,3,16.238%,24.029%
456,medium,2019,13.219%,3,15.212%,28.432%
457,medium,2019,19.227%,3,27.096%,46.323%
458,medium,2019,38.487%,3,16.58%,55.067%
459,medium,2019,23.246%,3,29.513%,52.759%
460,medium,2019,19.227%,3,27.096%,46.323%
461,medium,2019,23.552%,3,2.036%,25.589%
462,medium,2019,9.795%,3,47.648%,57.444%
463,medium,2019,10.101%,3,20.172%,30.273%
464,medium,2019,13.219%,3,15.212%,28.432%
465,low,2019,19.001%,1,42.001%,61.003%
466,high,2019,-10.757%,3,20.469%,9.712%
467,high,2019,-10.757%,3,20.469%,9.712%
468,medium,2019,1.761%,3,32.859%,34.621%
469,medium,2019,10.101%,3,20.172%,30.273%
470,medium,2019,13.219%,3,15.212%,28.432%
471,medium,2019,36.177%,3,12.646%,48.823%
472,medium,2019,30.353%,3,29.491%,59.844%
473,medium,2019,32.753%,3,45.082%,77.835%
474,low,2019,5.483%,3,2.271%,7.753%
475,low,2019,0.323%,3,27.072%,27.395%
476,medium,2019,13.219%,3,15.212%,28.432%
477,medium,2019,6.354%,3,44.718%,51.072%
478,medium,2019,13.219%,3,15.212%,28.432%
479,high,2019,-2.344%,3,32.942%,30.598%
480,medium,2019,13.219%,3,15.212%,28.432%
481,medium,2019,25.636%,3,-1.26%,24.377%
482,medium,2019,33.059%,3,17.605%,50.664%
483,medium,2019,7.485%,3,43.714%,51.199%
484,high,2019,-38.743%,3,119.499%,80.756%
485,medium,2019,31.657%,3,20.249%,51.906%
486,medium,2019,31.351%,3,47.726%,79.077%
487,medium,2019,19.227%,3,27.096%,46.323%
488,medium,2019,62.375%,3,62.378%,124.753%
489,medium,2019,13.219%,3,15.212%,28.432%
490,medium,2019,7.791%,3,16.238%,24.029%
491,medium,2019,13.219%,3,15.212%,28.432%
492,low,2019,-12.898%,3,55.905%,43.007%
493,low,2019,0.323%,3,27.072%,27.395%
494,medium,2019,13.219%,3,15.212%,28.432%
495,medium,2019,13.219%,3,15.212%,28.432%
496,medium,2019,10.101%,3,20.172%,30.273%
497,medium,2019,37.481%,3,3.404%,40.885%
498,medium,2019,13.219%,3,15.212%,28.432%
